path,file,column,min_1,min_diff_1,min_2,min_diff_1,min_3,max_1,max_diff_1,max_2,max_diff_1,max_3,avg,null
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110216.csv,CHLORO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,WIND_SPEED,-999,1000.028893,1.0288929,1.5433344,2.5722273,14.404441,1.028803,13.375638,0.514502,12.861136,-996.514169,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,EQ_TMP,9.5030362,0.0015077,9.5045439,0.0039822,9.5085261,29.424417,0.010958,29.413459,9.00E-06,29.41345,19.3953935,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,month/day/year,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,PHSPHT,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,ATM_PRE,1010.6136,0.001,1010.6146,0.0096,1010.6242,1025.0169,0.0002,1025.0167,0.0002,1025.0165,1017.2471,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,year,2011,,,,,2011,,,,,2011,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,TCARBN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,XCO2_WAT,-999,1259.44821,260.44821,0.0666,260.51481,407.94763,0.21135,407.73628,0.14364,407.59264,-754.10502,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,hour:minute:second,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,EQ_PRE,994.95925,1.14741,996.10666,0.35675,996.46341,1029.1983,0.0386,1029.1597,0.241,1028.9187,1017.51611,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,FCO2_WAT,-999,1254.24838,255.24838,0.12704,255.37542,402.99508,0.24832,402.74676,0.09001,402.65675,-756.15628,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,NITRITE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,JULIAN_YEAR,734606,1,734607,1,734608,734614,1,734613,,,734609.9,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,DEL_PCO2,-999,1000.798784,1.7987842,0.0546758,1.85346,133.13659,0.02333,133.11326,0.79248,132.32078,23.87044,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,FLURO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,PH,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,WIND_DIR,-999,1009,10,10,20,340,10,330,10,320,-996.3,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,expocode,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,PH_TMP,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,LONGITUDE,-61.243297,0.000255,-61.243042,0.00064,-61.242402,-0.15401167,0.00571333,-0.159725,0.005565,-0.16529,-33.31860561,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,PCO2_WAT,-999,1255.20301,256.20301,0.12698,256.32999,404.56165,0.24934,404.31231,0.09027,404.22204,-755.94469,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,NITRATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,SILICATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,OXYGEN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,SST,9.35,0.05,9.4,0.05,9.45,28.69,0.1,28.59,0.05,28.54,19.19,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,SSS,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,ALKALI,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,XCO2_AIR,-999,1385.48637,386.48637,0.15275,386.63912,403.5289,1.80873,401.72017,0.01619,401.70398,-943.5901,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,JULIAN_DAY,103.49247,0.00062,103.49309,0.0006,103.49369,111.36385,2.00E-05,111.36383,,,107.44327,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,LATITUDE,14.728285,0.000152,14.728437,34.819273,49.54771,50.067582,0.000487,50.067095,0.00018,50.066915,33.045892,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,PCO2_AIR,-999,1371.28883,372.28883,0.64762,372.93645,400.92492,0.10962,400.8153,0.03812,400.77718,-943.88288,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110413.csv,CHLORO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,WIND_SPEED,-999,1001.057786,2.0577858,1.5433344,3.6011202,17.49115,1.028903,16.462247,2.057806,14.404441,-996.28398,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,EQ_TMP,14.159142,0.003979,14.163121,2.90E-05,14.16315,23.331935,0.001005,23.33093,0.004995,23.325935,17.162228,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,month/day/year,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,PHSPHT,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,ATM_PRE,1002.5523,0.0001,1002.5524,0.0091,1002.5615,1026.8847,0.0002,1026.8845,0.0025,1026.882,1011.4604,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,year,2011,,,,,2011,,,,,2011,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,TCARBN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,XCO2_WAT,-999,1307.19302,308.19302,0.3003,308.49332,427.65864,5.24108,422.41756,3.90121,418.51635,-758.35323,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,hour:minute:second,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,EQ_PRE,998.72995,0.07745,998.8074,0.21301,999.02041,1026.4598,0.0581,1026.4017,0.6099,1025.7918,1010.41902,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,FCO2_WAT,-999,1295.20346,296.20346,0.13002,296.33348,413.4532,4.97463,408.47857,4.54939,403.92918,-760.6229,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,NITRITE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,JULIAN_YEAR,734690,1,734691,1,734692,734694,1,734693,,,734691.7,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,DEL_PCO2,-999,990.7972464,-8.2027536,0.0010127,-8.2017409,83.883258,0.015076,83.868182,0.350482,83.5177,9.861941,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,FLURO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,PH,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,WIND_DIR,-999,1219,220,20,240,990,650,340,10,330,-995.5,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,expocode,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,PH_TMP,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,LONGITUDE,-33.824347,0.000295,-33.824052,,,-0.47984167,0.00710833,-0.48695,0.00744167,-0.49439167,-16.29272374,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,PCO2_WAT,-999,1296.23631,297.23631,0.13022,297.36653,414.90804,4.99114,409.9169,4.56532,405.35158,-760.4129,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,NITRATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,SILICATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,OXYGEN,31.802368,0.002044,31.804412,0.003154,31.807566,32.386764,0.017746,32.369018,0.007885,32.361133,31.927384,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,SST,14.13,0.05,14.18,0.05,14.23,22.67,0.05,22.62,0.1,22.52,16.91,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,SSS,33.114459,0.089999,33.204458,0.039999,33.244457,36.27119,0.040001,36.231189,1.00E-06,36.231188,35.668683,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,ALKALI,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,XCO2_AIR,-999,1383.16301,384.16301,0.25949,384.4225,401.46394,0.62834,400.8356,0.69607,400.13953,-962.614,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,JULIAN_DAY,187.59738,0.00065,187.59803,0.00067,187.5987,191.0667,3.00E-05,191.06667,,,189.1991,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,LATITUDE,38.549945,0.00017,38.550115,11.087233,49.637348,50.024365,3.30E-05,50.024332,2.00E-06,50.02433,45.808948,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,PCO2_AIR,-999,1373.57957,374.57957,0.03814,374.61771,394.49498,0.61227,393.88271,0.69999,393.18272,-962.82196,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110706.csv,CHLORO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,WIND_SPEED,-999,999.5144455,0.51444546,0.51444744,1.0288929,13.375638,0.514502,12.861136,1.028902,11.832234,-996.630832,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,EQ_TMP,15.774249,0.017483,15.791732,0.05949,15.851222,32.154463,0.001988,32.152475,0.000521,32.151954,25.009,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,month/day/year,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,PHSPHT,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,ATM_PRE,1011.7988,1.00E-04,1011.7989,0.0039,1011.8028,1024.6794,1.00E-04,1024.6793,0.001,1024.6783,1020.4322,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,year,2011,,,,,2011,,,,,2011,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,TCARBN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,XCO2_WAT,-999,1334.95598,335.95598,0.48884,336.44482,932.9698,4.93449,928.03531,132.47199,795.56332,-746.1948,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,hour:minute:second,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,EQ_PRE,993.33765,0.02899,993.36664,0.08699,993.45363,1027.4557,0.232,1027.2237,0.2319,1026.9918,1014.64367,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,FCO2_WAT,-999,1323.2886,324.2886,0.38084,324.66944,751.58854,3.69124,747.8973,110.30513,637.59217,-751.12359,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,NITRITE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,JULIAN_YEAR,734735,1,734736,1,734737,734743,1,734742,,,734739,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,DEL_PCO2,-999,653.35142,-345.64858,0.17204,-345.47654,42.350151,0.000867,42.349284,0.139646,42.209638,-2.793224,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,FLURO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,PH,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,WIND_DIR,-999,1029,30,40,70,990,680,310,10,300,-996.2,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,expocode,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,PH_TMP,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,LONGITUDE,-71.976823,0.000233,-71.97659,0.000968,-71.975622,-0.96988,3.33E-06,-0.96988333,0.00075834,-0.97064167,-40.966094,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,PCO2_WAT,-999,1324.42438,325.42438,0.38167,325.80605,753.87071,3.70226,750.16845,110.63517,639.53328,-750.91114,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,NITRATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,SILICATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,OXYGEN,31.988917,0.002603,31.99152,0.002602,31.994122,32.673922,0.002187,32.671735,0.002188,32.669547,32.398769,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,SST,15.58,0.05,15.63,0.05,15.68,29.92,0.05,29.87,0.05,29.82,24.02,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,SSS,18.62,0.28,18.9,1.18,20.08,40.65,0.04,40.61,0.1,40.51,38.69,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,ALKALI,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,XCO2_AIR,-999,1369.94893,370.94893,0.38882,371.33775,390.27215,0.39124,389.88091,0.32484,389.55607,-939.99053,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,JULIAN_DAY,232.06554,0.00079,232.06633,0.00076,232.06709,240.79688,3.00E-05,240.79685,,,236.48578,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,LATITUDE,19.709737,5.00E-06,19.709742,1.00E-06,19.709743,50.811223,0.000108,50.811115,0.000115,50.811,38.809731,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,PCO2_AIR,-999,1358.0116,359.0116,1.36128,360.37288,383.11586,0.37535,382.74051,0.35323,382.38728,-940.36345,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20110820.csv,CHLORO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,WIND_SPEED,-999,1001.057786,2.0577858,0.5144415,2.5722273,15.433344,4.115512,11.317832,3.0866987,8.2311333,-997.984638,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,EQ_TMP,13.368399,0.000493,13.368892,0.000482,13.369374,28.764515,0.000994,28.763521,0.001467,28.762054,21.200523,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,month/day/year,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,PHSPHT,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,ATM_PRE,1008.511,0.0002,1008.5112,0.0226,1008.5338,1033.1485,1.00E-04,1033.1484,0.0048,1033.1436,1021.9591,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,year,2011,,,,,2011,,,,,2011,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,TCARBN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,XCO2_WAT,-999,1344.03547,345.03547,0.17758,345.21305,452.2072,0.88215,451.32505,1.53676,449.78829,-752.2422,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,hour:minute:second,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,EQ_PRE,878.04989,0.00392,878.05381,0.00785,878.06166,879.77967,0.00784,879.77183,0.00393,879.7679,878.84024,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,FCO2_WAT,-999,1337.35811,338.35811,0.25027,338.60838,447.25619,0.71262,446.54357,1.49262,445.05095,-754.36366,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,NITRITE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,JULIAN_YEAR,734830,1,734831,1,734832,734838,1,734837,,,734833.9,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,DEL_PCO2,-999,949.167571,-49.832429,0.002256,-49.830173,51.868704,0.001708,51.866996,0.035486,51.83151,9.884812,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,FLURO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,PH,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,WIND_DIR,-999,1019,20,20,40,990,740,250,20,230,-997.8,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,expocode,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,PH_TMP,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,LONGITUDE,-61.245413,6.00E-06,-61.245407,2.00E-05,-61.245387,-0.39881333,0.00875167,-0.407565,0.00908,-0.416645,-32.81728084,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,PCO2_WAT,-999,1338.57182,339.57182,0.23107,339.80289,448.8962,0.71507,448.18113,1.49803,446.6831,-754.1484,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,NITRATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,SILICATE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,OXYGEN,228.52,0.49,229.01,0.49,229.5,296.88,1.95,294.93,1.47,293.46,258.59,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,SST,13.2,0.04,13.24,0.04,13.28,28.39,0.04,28.35,0.04,28.31,20.89,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,SSS,31.818629,2.245288,34.063917,0.028777,34.092694,37.479522,5.20E-05,37.47947,4.20E-05,37.479428,36.025628,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,ALKALI,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,XCO2_AIR,-999,1384.43066,385.43066,0.12841,385.55907,396.33064,0.37853,395.95211,0.16202,395.79009,-947.82972,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,JULIAN_DAY,327.57009,0.00077,327.57086,0.00078,327.57164,335.36786,5.00E-05,335.36781,,,331.39023,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,LATITUDE,14.63419,0.00011,14.6343,34.981037,49.615337,50.070785,4.80E-05,50.070737,6.50E-05,50.070672,33.618258,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,PCO2_AIR,-999,1368.73155,369.73155,0.13068,369.86223,395.70947,0.01354,395.69593,0.28342,395.41251,-948.09248,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111123.csv,CHLORO,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,WIND_SPEED,-999,1004.658906,5.658906,0.5144415,6.1733475,13.890039,1.028903,12.861136,1.028902,11.832234,-998.214138,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,EQ_TMP,8.9518424,0.0014659,8.9533083,0.0034327,8.956741,28.617059,0.000971,28.616088,0.001472,28.614616,19.9976472,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,month/day/year,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,PHSPHT,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,ATM_PRE,1013.4431,0.0002,1013.4433,0.0035,1013.4468,1031.9997,0.0002,1031.9995,0.0162,1031.9833,1022.4744,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,year,2011,,,,,2011,,,,,2011,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,TCARBN,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,XCO2_WAT,-999,1337.1338,338.1338,0.06434,338.19814,414.9131,0.34403,414.56907,0.53753,414.03154,-817.373,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,hour:minute:second,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,EQ_PRE,874.66877,0.58052,875.24929,0.18043,875.42972,878.94028,0.00393,878.93635,0.00784,878.92851,877.16522,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,FCO2_WAT,-999,1322.05347,323.05347,0.822,323.87547,402.54914,0.05517,402.49397,0.60502,401.88895,-820.49802,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,NITRITE,-999,,,,,-999,,,,,-999,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,JULIAN_YEAR,734847,1,734848,1,734849,734855,1,734854,,,734851.1,0
/cdiac/cdiac.ornl.gov/pub8/oceans/VOS_Benguela_Stream/2011/,642B20111210.csv,DEL_PCO2,-999,989.9654406,-9.0345594,0.0052374,-9.029322,59.648378,0.001158,59.64722,0.045379,59.601841,29.238958,-999
